"name","pos","gp","min","wp48","pop48","wins","pts","reb","ast","to","blk","stl","pf","year","team"
"Andris Biedrins","C (5.0)","33","763",".193","2.9","3.07","10.4","16.3","3.6","2.0","2.8","1.3","7.4",2009,"gsw"
"Anthony Morrow","GF (3.0)","69","2018",".120","0.6","5.04","21.4","6.2","2.5","2.0","0.4","1.5","3.8",2009,"gsw"
"Anthony Randolph","FC (4.5)","33","749",".094","-0.2","1.47","24.6","13.8","2.7","3.1","3.3","1.8","5.9",2009,"gsw"
"Anthony Tolliver","FC (4.5)","44","1423",".062","-1.2","1.83","18.2","10.8","2.9","1.6","1.1","1.1","4.3",2009,"gsw"
"Cartier Martin","GF (3.0)","10","276","-.046","-4.5","-0.27","15.7","8.2","1.6","2.3","0.0","1.4","6.3",2009,"gsw"
"Chris Hunter","FC (5.0)","60","783",".012","-2.7","0.20","16.6","10.2","2.3","1.8","2.1","0.8","8.1",2009,"gsw"
"C.J. Watson","G (1.5)","65","1787",".125","0.8","4.67","17.9","4.5","4.8","1.9","0.2","2.8","3.3",2009,"gsw"
"Coby Karl","GF (3.0)","4","108","-.053","-4.7","-0.12","12.4","7.1","6.7","2.7","0.4","1.3","6.2",2009,"gsw"
"Corey Maggette","F (4.0)","70","2081",".045","-1.7","1.94","32.0","8.6","4.0","3.9","0.1","1.2","5.3",2009,"gsw"
"Devean George","GF (3.0)","45","760",".133","1.0","2.10","15.3","7.2","2.0","0.9","0.6","2.6","5.6",2009,"gsw"
"Kelenna Azubuike","GF (3.0)","9","231",".252","4.8","1.21","26.0","8.5","2.1","1.5","1.9","1.0","3.3",2009,"gsw"
"Mikki Moore","FC (5.0)","23","406",".033","-2.1","0.28","13.6","8.2","4.3","2.5","1.5","0.6","7.1",2009,"gsw"
"Monta Ellis","G (2.0)","64","2646","-.012","-3.4","-0.63","29.6","4.7","6.2","4.4","0.5","2.6","3.4",2009,"gsw"
"Raja Bell","SG (2.0)","1","23",".378","8.7","0.18","22.8","4.2","6.2","0.0","0.0","0.0","4.2",2009,"gsw"
"Reggie Williams","GF (2.5)","24","781",".157","1.8","2.55","22.4","6.8","4.1","1.8","0.4","1.4","3.0",2009,"gsw"
"Ronny Turiaf","FC (5.0)","42","871",".134","1.1","2.44","11.4","10.5","5.0","2.7","3.0","1.3","5.4",2009,"gsw"
"Stephen Curry","PG (1.0)","80","2896",".114","0.5","6.90","23.2","5.9","7.8","4.0","0.3","2.5","4.2",2009,"gsw"
"Stephen Jackson","GF (3.2)","9","299","-.002","-3.2","-0.02","23.9","5.6","6.7","4.2","1.0","2.2","2.6",2009,"gsw"
"Vladimir Radmanovic","F (4.0)","33","758","-.085","-5.7","-1.34","13.7","9.4","2.4","2.5","0.4","1.6","5.0",2009,"gsw"
"Acie Law","PG (1.0)","40","631",".042","-1.8","0.55","15.4","4.0","5.3","2.5","0.0","2.1","3.9",2010,"gsw"
"Al Thornton","F (4.0)","22","314","-.092","-5.9","-0.60","20.0","8.7","1.7","3.1","0.5","1.1","6.1",2010,"gsw"
"Andris Biedrins","C (5.0)","59","1397",".139","1.3","4.05","10.1","14.6","2.1","2.0","1.8","1.8","6.8",2010,"gsw"
"Brandan Wright","PF (4.0)","21","195",".087","-0.4","0.35","20.5","10.1","1.2","2.5","2.5","0.7","4.7",2010,"gsw"
"Charlie Bell","GF (2.5)","19","171","-.064","-5.1","-0.23","9.0","5.1","3.7","1.7","0.3","1.7","3.7",2010,"gsw"
"Dan Gadzuric","FC (5.0)","28","297","-.023","-3.8","-0.14","12.8","13.9","1.8","3.4","2.9","1.6","10.2",2010,"gsw"
"David Lee","FC (4.5)","73","2634",".098","-0.0","5.39","21.9","13.0","4.2","3.1","0.6","1.3","3.8",2010,"gsw"
"Dorell Wright","GF (2.9)","82","3146",".116","0.5","7.59","20.5","6.6","3.7","2.0","1.0","1.9","2.6",2010,"gsw"
"Ekpe Udoh","FC (4.9)","58","1029","-.016","-3.6","-0.34","11.0","8.4","1.9","2.2","4.0","1.0","6.7",2010,"gsw"
"Jeff Adrien","SF (4.0)","23","196",".024","-2.3","0.10","14.0","14.2","2.5","2.2","1.2","1.0","6.9",2010,"gsw"
"Jeremy Lin","PG (1.0)","29","284",".161","1.9","0.95","12.8","5.7","7.1","3.0","1.5","5.6","5.2",2010,"gsw"
"Louis Amundson","F (4.0)","46","691",".029","-2.2","0.41","13.9","12.9","1.2","1.7","2.3","1.0","6.0",2010,"gsw"
"Monta Ellis","G (1.8)","80","3226",".050","-1.5","3.37","28.7","4.2","6.7","3.7","0.3","2.5","3.0",2010,"gsw"
"Reggie Williams","GF (2.5)","80","1626",".109","0.3","3.69","21.8","6.4","3.6","1.7","0.1","0.8","3.7",2010,"gsw"
"Rodney Carney","GF (2.5)","25","330",".022","-2.4","0.15","18.2","6.8","1.6","2.3","0.7","1.6","4.8",2010,"gsw"
"Stephen Curry","PG (1.0)","74","2489",".135","1.1","7.02","26.5","5.5","8.3","4.4","0.4","2.1","4.5",2010,"gsw"
"Vladimir Radmanovic","F (4.0)","74","1169",".037","-1.9","0.91","15.4","8.7","3.2","2.3","1.8","1.8","6.4",2010,"gsw"
"Andris Biedrins","C (5.0)","49","739",".112","0.4","1.72","5.1","11.4","1.0","0.9","2.9","1.5","8.1",2011,"gsw"
"Brandon Rush","SG (2.0)","65","1717",".194","3.0","6.94","17.7","7.0","2.5","1.9","1.6","1.0","1.8",2011,"gsw"
"Charles Jenkins","PG (1.0)","53","893","-.004","-3.2","-0.08","16.0","3.7","9.1","3.2","0.3","1.8","4.6",2011,"gsw"
"Chris Wright","F (4.0)","28","186",".196","3.0","0.76","18.1","11.6","1.0","2.1","3.4","1.8","5.7",2011,"gsw"
"David Lee","FC (4.5)","59","2121",".060","-1.2","2.65","26.0","12.3","3.7","3.4","0.5","1.2","4.1",2011,"gsw"
"Dominic McGuire","F (4.0)","65","1127",".093","-0.2","2.18","9.7","10.5","4.7","2.4","1.5","1.9","4.4",2011,"gsw"
"Dorell Wright","GF (3.0)","62","1650",".161","1.9","5.55","18.3","8.1","2.7","1.5","0.8","1.7","2.8",2011,"gsw"
"Earl Barron","C (5.0)","3","9","-.461","-17.4","-0.08","22.0","5.5","0.0","0.0","0.0","0.0","27.5",2011,"gsw"
"Ekpe Udoh","FC (4.5)","38","827",".019","-2.5","0.32","12.2","8.5","1.8","2.0","3.8","1.5","6.7",2011,"gsw"
"Ishmael Smith","PG (1.0)","6","63",".052","-1.5","0.07","20.5","6.8","6.8","0.8","0.0","3.0","3.0",2011,"gsw"
"Jeremy Tyler","C (5.0)","45","568","-.107","-6.4","-1.26","17.3","11.8","1.4","3.0","1.7","1.4","7.1",2011,"gsw"
"Keith Benson","C (5.0)","4","9",".149","1.6","0.03","0.0","15.8","0.0","0.0","0.0","0.0","0.0",2011,"gsw"
"Klay Thompson","GF (2.7)","66","1608","-.001","-3.1","-0.02","24.7","4.8","4.0","3.1","0.6","1.5","4.6",2011,"gsw"
"Kwame Brown","C (5.0)","9","187",".053","-1.4","0.21","14.6","14.6","1.0","3.6","0.0","2.1","5.4",2011,"gsw"
"Mickell Gladness","FC (4.5)","19","224",".008","-2.8","0.04","11.6","10.1","0.6","0.9","4.1","0.6","5.2",2011,"gsw"
"Mikki Moore","FC (4.7)","7","118","-.081","-5.6","-0.20","9.8","9.0","2.0","2.9","1.2","1.2","9.8",2011,"gsw"
"Monta Ellis","G (1.5)","37","1365","-.005","-3.2","-0.16","28.5","4.5","7.8","4.3","0.4","2.0","3.0",2011,"gsw"
"Nate Robinson","G (1.3)","53","1192",".080","-0.6","1.98","22.9","4.0","9.3","3.0","0.1","2.4","4.8",2011,"gsw"
"Richard Jefferson","SF (3.4)","22","580",".029","-2.2","0.35","16.5","6.3","2.7","1.5","0.5","1.0","3.1",2011,"gsw"
"Stephen Curry","PG (1.0)","26","732",".180","2.5","2.75","25.1","5.8","9.1","4.3","0.5","2.6","4.1",2011,"gsw"
"Andrew Bogut","C (5.0)","32","785",".178","2.4","2.90","11.4","15.0","4.1","2.1","3.4","1.2","5.2",2012,"gsw"
"Andris Biedrins","C (5.0)","53","495",".171","2.2","1.76","2.3","14.8","1.4","1.4","4.1","1.5","9.8",2012,"gsw"
"Brandon Rush","SF (3.0)","2","26","-.064","-5.1","-0.03","25.8","1.8","3.7","5.5","0.0","0.0","9.2",2012,"gsw"
"Carl Landry","PF (4.8)","81","1880",".146","1.4","5.70","22.3","12.3","1.7","2.9","0.8","0.9","4.9",2012,"gsw"
"Charles Jenkins","SG (2.0)","47","289","-.041","-4.4","-0.25","13.5","3.5","4.7","3.2","0.2","1.5","3.0",2012,"gsw"
"David Lee","PF (4.0)","79","2906",".141","1.3","8.51","24.1","14.6","4.6","3.4","0.4","1.1","4.1",2012,"gsw"
"Draymond Green","SF (3.0)","79","1061",".072","-0.9","1.58","10.3","11.8","2.4","2.3","1.1","1.9","7.2",2012,"gsw"
"Festus Ezeli","C (5.0)","78","1124",".113","0.4","2.63","8.2","13.4","0.9","2.7","3.2","1.0","6.7",2012,"gsw"
"Harrison Barnes","SF (3.3)","81","2061",".052","-1.5","2.21","17.4","7.8","2.3","2.4","0.3","1.2","3.3",2012,"gsw"
"Jarrett Jack","SG (1.6)","79","2354",".135","1.1","6.61","20.9","5.0","8.9","3.2","0.2","1.2","2.7",2012,"gsw"
"Jeremy Tyler","C (5.0)","20","62","-.195","-9.2","-0.25","17.0","13.2","0.8","4.6","1.5","0.8","7.7",2012,"gsw"
"Kent Bazemore","SG (2.0)","61","266","-.072","-5.3","-0.40","22.2","4.0","4.0","3.2","0.7","3.1","4.9",2012,"gsw"
"Klay Thompson","SG (2.3)","82","2935",".036","-2.0","2.20","22.2","5.0","3.0","2.6","0.7","1.4","3.9",2012,"gsw"
"Malcolm Thomas","PF (4.0)","5","21",".123","0.8","0.05","6.9","11.4","4.6","2.3","2.3","0.0","2.3",2012,"gsw"
"Richard Jefferson","SF (3.0)","56","568",".115","0.5","1.36","14.9","7.1","2.6","1.9","0.6","1.2","3.8",2012,"gsw"
"Stephen Curry","PG (1.0)","78","2987",".205","3.3","12.76","28.7","5.0","8.6","3.9","0.2","2.0","3.2",2012,"gsw"
"Andre Iguodala","SF (2.5)","63","2040",".243","4.5","10.31","13.8","6.9","6.2","2.4","0.4","2.2","2.4",2013,"gsw"
"Andrew Bogut","C (4.8)","67","1769",".311","6.6","11.46","13.3","18.2","3.0","2.6","3.3","1.3","5.7",2013,"gsw"
"David Lee","PF (3.7)","69","2288",".146","1.4","6.94","26.4","13.5","3.1","3.2","0.5","1.0","4.3",2013,"gsw"
"Dewayne Dedmon","C (5.0)","4","6","-.473","-17.8","-0.06","8.0","0.0","0.0","0.0","0.0","0.0","8.0",2013,"gsw"
"Draymond Green","PF (4.0)","82","1797",".099","-0.0","3.69","13.6","10.9","4.1","2.4","1.9","2.7","6.2",2013,"gsw"
"Harrison Barnes","SF (3.0)","78","2204",".062","-1.2","2.83","16.1","6.8","2.5","1.8","0.4","1.4","3.4",2013,"gsw"
"Hilton Armstrong","FC (4.0)","15","97",".366","8.3","0.74","12.4","23.3","2.5","3.0","2.0","2.0","5.4",2013,"gsw"
"Jermaine O'Neal","C (5.0)","44","883",".135","1.1","2.48","19.0","13.2","1.4","2.8","2.2","0.8","5.5",2013,"gsw"
"Jordan Crawford","SG (1.0)","42","661","-.068","-5.2","-0.93","25.7","4.6","4.1","3.6","0.1","0.9","3.2",2013,"gsw"
"Kent Bazemore","SG (1.1)","44","268","-.124","-6.9","-0.69","18.1","7.2","3.6","5.0","1.1","2.1","7.5",2013,"gsw"
"Klay Thompson","SG (2.0)","81","2868",".055","-1.4","3.28","24.9","4.2","3.0","2.3","0.6","1.2","3.9",2013,"gsw"
"Marreese Speights","C (5.0)","79","982","-.009","-3.4","-0.19","24.8","14.2","1.6","3.2","1.7","0.5","7.2",2013,"gsw"
"MarShon Brooks","GF (2.0)","7","15",".042","-1.8","0.01","41.6","16.0","0.0","0.0","0.0","3.2","0.0",2013,"gsw"
"Nemanja Nedovic","G (1.0)","24","142","-.248","-10.8","-0.73","8.8","5.1","4.4","4.4","0.3","0.0","4.4",2013,"gsw"
"Ognjen Kuzmic","C (5.0)","21","92","-.084","-5.7","-0.16","7.8","11.0","1.0","5.2","2.1","1.6","8.9",2013,"gsw"
"Stephen Curry","PG (1.0)","78","2846",".276","5.5","16.34","31.6","5.6","11.2","5.0","0.2","2.2","3.3",2013,"gsw"
"Steve Blake","PG (1.0)","28","607",".137","1.2","1.73","9.6","4.4","8.1","2.5","0.5","1.6","2.8",2013,"gsw"
"Toney Douglas","PG (1.0)","24","265","-.053","-4.7","-0.29","15.9","4.7","3.4","2.9","0.4","1.1","6.2",2013,"gsw"
"Andre Iguodala","SF (3.0)","77","2069",".190","2.8","8.18","14.0","6.0","5.3","2.0","0.6","2.1","2.3",2014,"gsw"
"Andrew Bogut","C (5.0)","67","1583",".229","4.0","7.55","12.8","16.5","5.5","3.2","3.4","1.2","5.7",2014,"gsw"
"Brandon Rush","SG (2.0)","33","271","-.094","-6.0","-0.53","5.3","7.3","2.1","1.9","2.1","0.9","4.8",2014,"gsw"
"David Lee","PF (4.0)","49","904",".150","1.6","2.83","20.6","13.6","4.5","2.6","1.4","1.6","4.4",2014,"gsw"
"Draymond Green","PF (4.2)","79","2490",".142","1.3","7.35","17.8","12.5","5.6","2.6","1.9","2.4","4.9",2014,"gsw"
"Festus Ezeli","C (5.0)","46","504",".144","1.4","1.51","19.1","14.8","0.9","3.0","4.0","0.7","7.3",2014,"gsw"
"Harrison Barnes","SF (3.4)","82","2318",".150","1.6","7.23","17.1","9.4","2.4","1.5","0.4","1.3","3.0",2014,"gsw"
"James Michael McAdoo","PF (4.0)","15","137",".135","1.1","0.39","21.7","13.0","0.7","2.1","3.2","1.8","7.4",2014,"gsw"
"Justin Holiday","SG (2.0)","59","657",".067","-1.0","0.92","18.6","5.3","3.5","2.1","0.9","2.9","3.9",2014,"gsw"
"Klay Thompson","SG (2.2)","77","2455",".144","1.4","7.36","32.6","4.8","4.3","2.9","1.2","1.7","2.4",2014,"gsw"
"Leandro Barbosa","G (2.0)","66","982",".103","0.1","2.10","22.8","4.4","4.8","2.2","0.4","2.0","4.3",2014,"gsw"
"Marreese Speights","C (5.0)","76","1207","-.018","-3.6","-0.44","31.5","12.9","2.9","3.3","1.4","0.8","7.5",2014,"gsw"
"Ognjen Kuzmic","C (5.0)","16","72",".136","1.1","0.20","13.3","11.3","4.0","3.3","0.7","1.3","8.7",2014,"gsw"
"Shaun Livingston","PG (1.1)","78","1468",".132","1.0","4.03","15.1","6.0","8.5","3.3","0.7","1.6","3.6",2014,"gsw"
"Stephen Curry","PG (1.0)","80","2613",".348","7.7","18.95","34.9","6.3","11.4","4.6","0.3","3.0","2.9",2014,"gsw"
"Anderson Varejao","FC (5.0)","22","186","0","-3.1","-0.00","15.0","12.9","3.9","1.5","1.3","1.3","9.0",2015,"gsw"
"Andre Iguodala","GF (3.0)","65","1732",".216","3.6","7.78","12.7","7.3","6.1","2.2","0.5","2.0","2.8",2015,"gsw"
"Andrew Bogut","C (5.0)","70","1451",".243","4.5","7.36","12.4","16.3","5.4","2.7","3.8","1.1","7.3",2015,"gsw"
"Brandon Rush","SF (3.0)","72","1055",".151","1.6","3.32","13.9","8.2","2.6","1.5","1.0","0.9","2.6",2015,"gsw"
"Draymond Green","PF (4.2)","81","2808",".217","3.7","12.72","19.3","13.1","10.2","4.4","1.9","2.0","4.1",2015,"gsw"
"Festus Ezeli","C (5.0)","46","770",".188","2.8","3.01","19.9","16.0","2.0","2.4","3.1","1.1","5.9",2015,"gsw"
"Harrison Barnes","SF (3.7)","66","2042",".042","-1.8","1.78","18.2","7.6","2.8","1.3","0.2","1.0","3.2",2015,"gsw"
"Ian Clark","G (2.0)","66","578",".042","-1.8","0.50","19.6","5.6","5.3","3.6","1.1","1.4","4.8",2015,"gsw"
"James Michael McAdoo","PF (4.0)","41","262",".061","-1.2","0.33","21.4","10.6","3.1","2.9","1.5","1.8","7.1",2015,"gsw"
"Jason Thompson","C (5.0)","28","179",".071","-0.9","0.27","16.1","14.5","5.1","1.9","2.1","1.1","10.7",2015,"gsw"
"Kevon Looney","PF (5.0)","5","21",".329","7.1","0.14","20.6","22.9","0.0","2.3","0.0","0.0","4.6",2015,"gsw"
"Klay Thompson","SG (2.2)","80","2666",".103","0.1","5.73","31.9","5.5","3.0","2.5","0.9","1.1","2.7",2015,"gsw"
"Leandro Barbosa","SG (2.0)","68","1079",".059","-1.2","1.32","19.3","5.2","3.6","2.4","0.4","2.0","4.8",2015,"gsw"
"Marreese Speights","C (5.0)","72","832","-.067","-5.2","-1.17","29.5","13.8","3.5","3.8","2.0","1.1","6.8",2015,"gsw"
"Shaun Livingston","PG (1.2)","78","1520",".162","2.0","5.13","15.4","5.3","7.5","2.5","0.9","1.8","4.4",2015,"gsw"
"Stephen Curry","PG (1.0)","79","2700",".382","8.8","21.48","42.2","7.6","9.4","4.7","0.3","3.0","2.9",2015,"gsw"
"Anderson Varejao","C (5.0)","14","92",".083","-0.5","0.16","9.4","14.1","5.2","4.2","2.1","1.6","8.4",2016,"gsw"
"Andre Iguodala","SF (3.0)","76","1998",".297","6.2","12.35","13.8","7.4","6.3","1.4","0.9","1.9","2.3",2016,"gsw"
"Briante Weber","PG (1.0)","7","46","-.101","-6.2","-0.10","12.5","4.2","5.2","3.1","1.0","3.1","4.2",2016,"gsw"
"Damian Jones","C (5.0)","10","85","-.062","-5.0","-0.11","10.7","13.0","0.0","3.4","2.8","0.6","8.5",2016,"gsw"
"David West","PF (5.0)","68","854",".142","1.3","2.52","17.8","11.3","8.5","4.4","2.6","2.4","5.9",2016,"gsw"
"Draymond Green","PF (4.2)","76","2471",".185","2.7","9.52","15.1","11.6","10.3","3.6","2.1","3.0","4.2",2016,"gsw"
"Ian Clark","SG (2.0)","77","1137",".094","-0.2","2.22","22.3","5.2","3.8","2.4","0.3","1.6","3.3",2016,"gsw"
"James Michael McAdoo","PF (4.0)","52","457",".080","-0.6","0.76","15.4","9.5","2.0","2.0","3.0","1.9","4.9",2016,"gsw"
"JaVale McGee","C (5.0)","77","739",".287","5.9","4.43","30.7","15.7","1.1","2.6","4.4","1.3","7.1",2016,"gsw"
"Kevin Durant","SF (3.7)","62","2070",".310","6.6","13.37","36.1","11.9","7.0","3.2","2.3","1.6","2.7",2016,"gsw"
"Kevon Looney","C (5.0)","53","447",".134","1.1","1.25","14.5","13.3","3.1","1.8","1.8","1.5","6.9",2016,"gsw"
"Klay Thompson","SG (2.4)","78","2651",".095","-0.1","5.26","31.5","5.2","2.9","2.3","0.7","1.2","2.5",2016,"gsw"
"Matt Barnes","SF (3.0)","20","410",".188","2.8","1.60","13.4","10.4","5.4","2.8","1.1","1.4","5.5",2016,"gsw"
"Patrick McCaw","SG (2.0)","71","1072",".099","0.0","2.22","12.6","4.6","3.5","1.6","0.6","1.4","2.8",2016,"gsw"
"Shaun Livingston","PG (1.1)","76","1345",".093","-0.2","2.61","13.9","5.5","4.9","2.2","0.7","1.3","4.3",2016,"gsw"
"Stephen Curry","PG (1.0)","79","2638",".252","4.7","13.83","36.4","6.4","9.5","4.3","0.3","2.6","3.3",2016,"gsw"
"Zaza Pachulia","C (5.0)","70","1268",".208","3.4","5.51","16.1","15.4","5.0","3.4","1.2","2.2","6.3",2016,"gsw"
"Andre Iguodala","SF (3.0)","64","1622",".171","2.2","5.78","11.4","7.3","6.2","2.0","1.1","1.6","2.9",2017,"gsw"
"Chris Boucher","FC (5.0)","1","1","-1.216","-40.9","-0.03","0.0","48.0","0.0","0.0","0.0","0.0","0.0",2017,"gsw"
"Damian Jones","C (5.0)","15","89","-.136","-7.3","-0.25","13.5","7.6","1.1","2.2","1.6","0.5","7.6",2017,"gsw"
"David West","PF (5.0)","73","999",".165","2.0","3.42","23.8","11.4","6.6","3.8","3.6","2.3","5.8",2017,"gsw"
"Draymond Green","PF (4.2)","70","2287",".137","1.2","6.50","16.2","11.2","10.7","4.2","1.9","2.0","3.9",2017,"gsw"
"JaVale McGee","C (5.0)","65","615",".236","4.3","3.03","24.2","13.2","2.6","2.1","4.4","1.6","7.1",2017,"gsw"
"Jordan Bell","PF (5.0)","57","809",".229","4.0","3.86","15.5","12.3","6.1","3.0","3.3","2.1","5.5",2017,"gsw"
"Kevin Durant","SF (3.6)","68","2325",".208","3.4","10.06","37.0","9.6","7.6","4.3","2.5","1.0","2.7",2017,"gsw"
"Kevon Looney","SF (3.0)","66","910",".271","5.4","5.14","14.1","11.3","2.2","1.6","3.0","1.8","5.6",2017,"gsw"
"Klay Thompson","SG (2.0)","73","2506",".079","-0.6","4.13","28.0","5.3","3.5","2.5","0.7","1.1","2.2",2017,"gsw"
"Nick Young","SG (1.7)","80","1393","-.003","-3.2","-0.08","20.0","4.3","1.2","1.4","0.2","1.3","3.4",2017,"gsw"
"Omri Casspi","F (4.0)","53","740",".130","1.0","2.00","19.5","13.0","3.3","2.4","1.2","1.2","4.5",2017,"gsw"
"Patrick McCaw","GF (2.5)","57","961",".015","-2.6","0.29","11.4","4.1","4.0","2.0","0.5","2.1","3.3",2017,"gsw"
"Quinn Cook","PG (1.0)","33","740",".057","-1.3","0.88","20.2","5.3","5.8","2.1","0.1","0.8","3.8",2017,"gsw"
"Shaun Livingston","PG (1.0)","71","1129",".029","-2.2","0.69","16.8","5.6","6.0","2.5","0.9","1.5","5.0",2017,"gsw"
"Stephen Curry","PG (1.0)","51","1631",".311","6.6","10.57","39.6","7.7","9.1","4.5","0.2","2.4","3.4",2017,"gsw"
"Zaza Pachulia","C (5.0)","69","972",".188","2.8","3.81","18.4","15.9","5.4","3.6","0.8","1.9","6.0",2017,"gsw"
"Alfonzo McKinnie","SF (3.0)","72","1003",".168","2.1","3.50","16.1","11.8","1.5","1.4","0.7","0.9","6.4",2018,"gsw"
"Andre Iguodala","SG (2.0)","68","1578",".270","5.3","8.87","11.8","7.7","6.6","1.6","1.6","1.9","2.9",2018,"gsw"
"Andrew Bogut","C (5.0)","11","134",".164","2.0","0.46","14.0","19.7","3.9","2.9","2.9","1.1","7.9",2018,"gsw"
"Damian Jones","C (5.0)","24","410",".171","2.2","1.46","15.2","8.8","3.3","1.9","2.9","1.4","7.4",2018,"gsw"
"Damion Lee","SG (2.0)","32","375",".124","0.8","0.97","20.2","8.2","1.7","1.4","0.0","1.7","3.6",2018,"gsw"
"DeMarcus Cousins","C (5.0)","30","771",".131","1.0","2.10","30.4","15.4","6.7","4.5","2.7","2.5","6.8",2018,"gsw"
"Draymond Green","PF (4.0)","66","2065",".134","1.1","5.78","11.3","11.2","10.6","3.9","1.6","2.2","4.6",2018,"gsw"
"Jonas Jerebko","PF (4.3)","73","1218",".088","-0.3","2.23","18.1","11.3","3.8","1.7","0.7","1.1","5.4",2018,"gsw"
"Jordan Bell","FC (5.0)","68","788",".097","-0.1","1.59","13.6","11.2","4.6","2.6","3.1","1.2","4.9",2018,"gsw"
"Kevin Durant","SF (3.3)","78","2702",".233","4.2","13.09","36.0","8.8","8.1","4.0","1.5","1.0","2.8",2018,"gsw"
"Kevon Looney","C (5.0)","80","1481",".244","4.5","7.54","16.2","13.5","4.0","1.7","1.7","1.5","6.8",2018,"gsw"
"Klay Thompson","SG (2.4)","78","2652",".073","-0.8","4.03","30.4","5.4","3.4","2.1","0.9","1.5","2.8",2018,"gsw"
"Marcus Derrickson","PF (4.0)","11","67",".085","-0.4","0.12","33.0","9.3","0.7","2.1","0.7","0.0","6.4",2018,"gsw"
"Quinn Cook","PG (1.0)","74","1059",".075","-0.7","1.66","23.1","7.1","5.3","2.3","0.1","0.9","4.2",2018,"gsw"
"Shaun Livingston","PG (1.5)","64","967",".168","2.2","3.39","12.8","5.8","5.7","1.9","1.3","1.5","3.7",2018,"gsw"
"Stephen Curry","PG (1.0)","69","2331",".258","4.9","12.52","38.7","7.6","7.4","4.0","0.5","1.9","3.4",2018,"gsw"
"Alec Burks","SG (2.4)","48","1390",".112","0.4","3.24","26.7","7.8","5.2","2.6","0.6","1.7","3.7",2019,"gsw"
"Andrew Wiggins","SF (3.0)","12","403",".091","-0.3","0.76","27.8","6.6","5.1","3.0","2.0","1.9","3.1",2019,"gsw"
"Chasson Randle","PG (1.0)","3","40",".040","-1.8","0.03","6.0","2.4","6.0","0.0","0.0","2.4","3.6",2019,"gsw"
"Damion Lee","SG (2.0)","49","1423",".115","0.5","3.40","20.9","8.1","4.5","2.3","0.2","1.7","3.9",2019,"gsw"
"D'Angelo Russell","PG (1.5)","33","1060",".059","-1.3","1.29","35.3","5.5","9.3","4.6","0.4","1.4","2.9",2019,"gsw"
"Dragan Bender","C (5.0)","9","195","-.077","-5.5","-0.31","19.9","13.0","4.7","3.9","1.0","1.0","6.4",2019,"gsw"
"Draymond Green","PF (3.8)","43","1222",".128","0.9","3.25","13.6","10.4","10.4","3.8","1.3","2.3","4.3",2019,"gsw"
"Eric Paschall","PF (4.0)","60","1654",".035","-2.0","1.20","24.3","8.0","3.7","2.7","0.4","0.9","3.6",2019,"gsw"
"Glenn Robinson III","PF (3.0)","48","1516",".118","0.6","3.71","19.6","7.2","2.7","1.6","0.4","1.4","2.6",2019,"gsw"
"Jeremy Pargo","G (2.0)","3","44","-.067","-5.2","-0.06","27.3","3.3","8.7","4.4","0.0","1.1","8.7",2019,"gsw"
"Jordan Poole","PG (1.0)","57","1274","-.134","-7.3","-3.56","19.0","4.4","5.0","2.8","0.4","1.3","3.5",2019,"gsw"
"Juan Toscano-Anderson","SF (3.0)","13","272",".104","0.1","0.59","12.2","9.2","4.6","2.8","0.9","2.3","5.3",2019,"gsw"
"Kevon Looney","C (5.0)","20","262","-.107","-6.4","-0.59","12.5","12.1","3.7","2.2","1.1","2.2","6.2",2019,"gsw"
"Ky Bowman","PG (1.0)","45","1015","-.008","-3.3","-0.17","15.8","5.7","6.2","3.3","0.5","2.1","4.8",2019,"gsw"
"Marquese Chriss","C (5.0)","59","1196",".144","1.4","3.59","22.0","14.6","4.6","3.1","2.5","1.6","4.9",2019,"gsw"
"Mychal Mulder","SG (2.0)","7","204","-.008","-3.3","-0.03","18.1","5.4","1.9","1.2","0.2","0.5","4.7",2019,"gsw"
"Omari Spellman","C (5.0)","49","886",".006","-2.9","0.10","20.0","11.9","2.5","2.9","1.3","1.8","3.4",2019,"gsw"
"Stephen Curry","PG (1.0)","5","139",".110","0.4","0.32","35.9","9.0","11.4","5.5","0.7","1.7","3.8",2019,"gsw"
"Willie Cauley-Stein","FC (4.5)","41","940",".165","2.0","3.23","16.5","13.0","3.1","1.8","2.6","2.3","5.2",2019,"gsw"
"Stephen Curry","PG (1.0)","63","2152",".278","5.6","12.44","44.9","7.7","8.1","4.8","0.2","1.7","2.7",2020,"gsw"
"Draymond Green","PF (4.4)","63","1982",".168","2.1","6.94","10.8","10.9","13.5","4.6","1.3","2.5","4.7",2020,"gsw"
"Juan Toscano-Anderson","SG (2.5)","53","1107",".249","4.7","5.74","13.0","10.1","6.5","2.7","1.1","1.8","4.8",2020,"gsw"
"Damion Lee","SG (2.0)","57","1079",".202","3.2","4.55","16.6","8.0","3.2","1.3","0.4","1.7","4.0",2020,"gsw"
"Kent Bazemore","SF (2.8)","67","1334",".100","0.0","2.77","17.3","8.2","3.9","3.0","1.2","2.5","5.7",2020,"gsw"
"Andrew Wiggins","PF (3.8)","71","2364",".050","-1.5","2.48","26.8","7.1","3.4","2.5","1.4","1.3","3.2",2020,"gsw"
"Kelly Oubre Jr.","SF (3.1)","55","1687",".066","-1.0","2.31","24.1","9.4","2.1","2.0","1.2","1.7","3.4",2020,"gsw"
